recording_date,anno.res_index_label,code,drivers,cell_name,patched_cell_container,63x_call
2018-01-02,1.0,mIVSCC-MET,Chat-IRES-Cre-neo,Chat-IRES-Cre-neo;Ai14-365769.04.02.01,P8S4_180102_351_A01,63x go
2018-01-02,0.0,mIVSCC-MET,Chat-IRES-Cre-neo,Chat-IRES-Cre-neo;Ai14-365769.04.02.02,P8S4_180102_352_A01,
2018-01-02,0.7455432,mIVSCC-MET,Chat-IRES-Cre-neo,Chat-IRES-Cre-neo;Ai14-365769.05.02.01,P8S4_180102_353_A01,
2018-01-02,0.880454162,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-366659.04.01.01,P9S4_180102_401_A01,63x go
2018-01-02,1.0,mIVSCC-MET,Chat-IRES-Cre-neo,Chat-IRES-Cre-neo;Ai14-365769.03.01.01,P9S4_180102_402_A01,63x no go
2018-01-02,1.0,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-366659.05.01.01,P9S4_180102_403_A01,63x go
2018-01-03,0.0,mIVSCC-MET,Calb1-IRES2-Cre Sst-IRES-FlpO,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.01,P8S4_180103_351_A01,
2018-01-03,1.0,mIVSCC-MET,Calb1-IRES2-Cre Sst-IRES-FlpO,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-366183.04.02.02,P8S4_180103_352_A01,63x no go
2018-01-03,0.880454162,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-366660.05.02.01,PAS4_180103_451_A01,63x no go
2018-01-03,0.7848871,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-366660.04.02.01,PAS4_180103_452_A01,63x go
2018-01-04,0.7032078,mIVSCC-MET,Crh-IRES-Cre_ZJH Sst-IRES-FlpO,Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-366034.04.02.01,P8S4_180104_351_A01,
2018-01-05,0.0,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-366661.05.02.01,PAS4_180105_451_A01,
2018-01-08,0.4586377,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367206.03.01.01,P2S4_180108_051_A01,
2018-01-08,0.4586377,mIVSCC-MET,Pvalb-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.03.01.01,P2S4_180108_052_A01,
2018-01-08,0.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.04.01.01,P2S4_180108_053_A01,
2018-01-08,0.609374,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.04.01.02,P2S4_180108_054_A01,63x go
2018-01-08,0.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367630.03.02.01,P2S4_180108_055_A01,
2018-01-08,0.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367630.03.02.02,P2S4_180108_056_A01,
2018-01-08,0.4586377,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.04.02.01,P8S4_180108_351_A01,
2018-01-08,0.4586377,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.04.02.02,P8S4_180108_352_A01,
2018-01-08,1.0,mIVSCC-MET,Pvalb-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.02.02.01,P8S4_180108_353_A01,63x go
2018-01-08,0.7032078,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.03.02.01,P8S4_180108_354_A01,
2018-01-08,1.0,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367206.04.01.01,P9S4_180108_401_A01,63x go
2018-01-08,0.4586377,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367206.04.01.02,P9S4_180108_402_A01,
2018-01-08,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.03.01.01,P9S4_180108_403_A01,63x no go
2018-01-08,0.5704406,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.03.01.02,P9S4_180108_404_A01,
2018-01-08,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.05.02.01,P9S4_180108_405_A01,63x no go
2018-01-08,0.7244022,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.05.02.02,P9S4_180108_406_A01,
2018-01-08,1.0,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367206.05.02.01,PAS4_180108_451_A01,63x go
2018-01-08,0.79726097,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367206.05.02.02,PAS4_180108_452_A01,63x go
2018-01-08,0.79726097,mIVSCC-MET,Pvalb-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367940.04.01.01,PAS4_180108_453_A01,63x no go
2018-01-08,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367630.05.02.01,PAS4_180108_454_A01,63x no go
2018-01-08,0.609374,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367169.05.01.01,PBS4_180108_501_A01,
2018-01-08,0.3299751,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367630.04.01.01,PBS4_180108_502_A01,
2018-01-09,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367631.04.01.01,P2S4_180109_051_A01,63x go
2018-01-09,0.7455432,mIVSCC-MET,Slc32a1-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-367714.04.01.01,P2S4_180109_052_A01,
2018-01-09,1.0,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367205.03.02.01,P2S4_180109_053_A01,63x no go
2018-01-09,0.5704406,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367631.04.02.01,P8S4_180109_351_A01,
2018-01-09,1.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.04.02.01,P8S4_180109_352_A01,63x go
2018-01-09,0.7455432,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.04.02.02,P8S4_180109_353_A01,
2018-01-09,1.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.04.02.03,P8S4_180109_354_A01,63x go
2018-01-09,0.7709121,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.05.02.01,P8S4_180109_355_A01,63x go
2018-01-09,0.3299751,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.05.02.02,P8S4_180109_356_A01,
2018-01-09,0.883049697,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.04.01.01,P9S4_180109_401_A01,63x go
2018-01-09,0.3299751,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366688.04.01.02,P9S4_180109_402_A01,
2018-01-09,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367631.05.02.01,PAS4_180109_451_A01,63x go
2018-01-09,0.4586377,mIVSCC-MET,Slc32a1-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-367714.06.02.01,PAS4_180109_452_A01,
2018-01-09,1.0,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-367956.05.02.01,PAS4_180109_453_A01,63x no go
2018-01-09,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367631.03.01,PBS4_180109_501_A01,
2018-01-09,0.880454162,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-367956.03.01.01,PBS4_180109_502_A01,63x no go
2018-01-09,0.880454162,mIVSCC-MET,Pdyn-T2A-CreERT2,Pdyn-T2A-CreERT2;Ai14-367956.03.01.02,PBS4_180109_503_A01,63x go
2018-01-10,0.3299751,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.04.02.01,P2S4_180110_051_A01,
2018-01-10,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.04.02.02,P2S4_180110_052_A01,63x no go
2018-01-10,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.04.02.03,P2S4_180110_053_A01,63x go
2018-01-10,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.04.01.01,P2S4_180110_054_A01,
2018-01-10,0.7455432,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.04.01.02,P2S4_180110_055_A01,
2018-01-10,0.7958965,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.04.01.03,P2S4_180110_056_A01,63x no go
2018-01-10,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.03.02.01,P8S4_180110_351_A01,
2018-01-10,0.4586377,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.03.02.02,P8S4_180110_352_A01,
2018-01-10,0.0,mIVSCC-MET,Slc32a1-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-368792.04.02.01,P8S4_180110_353_A01,
2018-01-10,1.0,mIVSCC-MET,Slc32a1-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-368792.04.02.02,P8S4_180110_354_A01,63x no go
2018-01-10,0.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.04.01.01,P9S4_180110_401_A01,
2018-01-10,1.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.05.01.01,P9S4_180110_402_A01,63x no go
2018-01-10,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.05.01.02,P9S4_180110_403_A01,
2018-01-10,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.05.02.01,PAS4_180110_451_A01,63x no go
2018-01-10,0.7848871,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367171.05.02.02,PAS4_180110_452_A01,63x no go
2018-01-10,0.3299751,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.05.02.01,PAS4_180110_453_A01,
2018-01-10,0.3299751,mIVSCC-MET,Slc32a1-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Slc32a1-T2A-FlpO;Ai65-368792.05.02.01,PAS4_180110_454_A01,
2018-01-10,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.04.02.01,PBS4_180110_501_A01,
2018-01-10,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-366689.04.02.02,PBS4_180110_502_A01,
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.03.02.01,P2S4_180111_051_A01,63x no go
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.03.02.02,P2S4_180111_052_A01,63x go
2018-01-11,0.4586377,mIVSCC-MET,Pvalb-T2A-FlpO Vipr2-IRES2-Cre,Vipr2-IRES2-Cre;Pvalb-T2A-FlpO;Ai65-367943.03.01.01,P2S4_180111_053_A01,
2018-01-11,0.3299751,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.04.02.01,P8S4_180111_351_A01,
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.05.02.01,P8S4_180111_352_A01,63x no go
2018-01-11,0.5623512,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.05.02.02,P8S4_180111_353_A01,
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.04.01.01,P9S4_180111_401_A01,63x go
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.04.01.02,P9S4_180111_402_A01,63x go
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.06.02.01,PAS4_180111_451_A01,63x no go
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.03.01.01,PBS4_180111_501_A01,63x no go
2018-01-11,0.5623512,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.05.01.01,PBS4_180111_502_A01,
2018-01-11,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.05.01.02,PBS4_180111_503_A01,63x go
2018-01-11,0.7709121,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367632.05.01.03,PBS4_180111_504_A01,63x go
2018-01-12,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.04.02.01,P8S4_180112_351_A01,63x no go
2018-01-12,1.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.04.02.02,P8S4_180112_352_A01,63x go
2018-01-12,0.5704406,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.05.02.01,P8S4_180112_353_A01,
2018-01-12,0.0,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.05.02.02,P8S4_180112_354_A01,
2018-01-12,0.833402658,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.03.01.01,P9S4_180112_403_A01,63x go
2018-01-12,0.883049697,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.03.01.02,P9S4_180112_404_A01,63x no go
2018-01-12,0.7032078,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.04.01.01,P9S4_180112_405_A01,
2018-01-12,0.833402658,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.05.01.01,PAS4_180112_454_A01,63x no go
2018-01-12,0.7032078,mIVSCC-MET,Chrna2-Cre_OE25,Chrna2-Cre_OE25;Ai14-367172.05.01.02,PAS4_180112_455_A01,
2018-01-12,1.0,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367208.04.02.01,P8S4_180112_355_A01,63x go
2018-01-12,0.3299751,mIVSCC-MET,Nos1-CreERT2,Nos1-CreERT2;Ai14-367208.06.02.01,PAS4_180112_456_A01,
2018-01-12,0.609374,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.02.01.01,P9S4_180112_401_A01,
2018-01-12,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.02.01.02,P9S4_180112_402_A01,63x go
2018-01-12,0.609374,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.05.02.01,PAS4_180112_451_A01,
2018-01-12,0.3299751,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.05.02.02,PAS4_180112_452_A01,
2018-01-12,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.05.01.01,PAS4_180112_453_A01,63x go
2018-01-12,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.04.02.01,PBS4_180112_501_A01,63x no go
2018-01-12,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.04.02.02,PBS4_180112_502_A01,63x go
2018-01-12,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.04.02.03,PBS4_180112_503_A01,63x go
2018-01-12,0.3299751,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367633.06.02.01,PBS4_180112_504_A01,
2018-01-15,0.5623512,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-368553.06.02.01,PAS4_180115_455_A01,
2018-01-15,1.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-368553.05.02.01,PAS4_180115_456_A01,63x no go
2018-01-15,0.854190686,T301x,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368658.06.02.01,PAS4_180115_451_A01,63x no go
2018-01-15,0.79726097,T301x,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368658.05.02.01,PAS4_180115_452_A01,63x go
2018-01-15,0.6885784,T301x,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368659.06.02.01,PAS4_180115_453_A01,
2018-01-15,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368770.04.01.01,P9S4_180115_401_A01,63x go
2018-01-15,0.7032078,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368770.04.01.02,P9S4_180115_402_A01,
2018-01-15,0.4831407,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368770.04.02.01,PAS4_180115_454_A01,
2018-01-16,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368771.06.02.01,PAS4_180116_452_A01,63x go
2018-01-16,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368771.05.02.01,PAS4_180116_453_A01,63x go
2018-01-17,1.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-368556.04.02.01,P8S4_180117_351_A01,63x go
2018-01-17,0.7455432,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-368556.03.02.01,P8S4_180117_352_A01,
2018-01-17,1.0,mIVSCC-MET,Ndnf-IRES2-dgCre,Ndnf-IRES2-dgCre;Ai14-368853.03.01.01,P9S4_180117_401_A01,63x no go
2018-01-17,1.0,mIVSCC-MET,Ndnf-IRES2-dgCre,Ndnf-IRES2-dgCre;Ai14-368853.04.01.01,P9S4_180117_402_A01,63x go
2018-01-17,1.0,mIVSCC-MET,Ndnf-IRES2-dgCre,Ndnf-IRES2-dgCre;Ai14-368852.05.01.01,PAS4_180117_451_A01,63x go
2018-01-17,0.5623512,mIVSCC-MET,Ndnf-IRES2-dgCre,Ndnf-IRES2-dgCre;Ai14-368853.03.02.01,PBS4_180117_501_A01,
2018-01-17,0.0,mIVSCC-MET,Vip-IRES-Cre,Vip-IRES-Cre;Ai14-368556.03.01.01,PBS4_180117_502_A01,
2018-01-18,0.4831407,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363500.05.01.01,P9S4_180118_403_A01,
2018-01-18,0.1320031,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363500.06.02.01,PAS4_180118_453_A01,
2018-01-18,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367634.05.02.01,PAS4_180118_454_A01,63x go
2018-01-18,0.7709121,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367634.05.01.01,PAS4_180118_455_A01,63x go
2018-01-18,1.0,mIVSCC-MET,,Chat-IRES-Cre-neo;Ai14-367634.04.02.01,PAS4_180118_456_A01,63x no go
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.03.02.01,P2S4_180118_051_A01,63x go
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.03.02.02,P2S4_180118_052_A01,63x go
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.04.02.01,P8S4_180118_351_A01,63x go
2018-01-18,0.1320031,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.04.02.02,P8S4_180118_352_A01,
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.05.02.01,P8S4_180118_353_A01,63x no go
2018-01-18,0.5704406,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.02.01.01,P9S4_180118_401_A01,
2018-01-18,0.4586377,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.02.01.02,P9S4_180118_402_A01,
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.06.02.01,PAS4_180118_451_A01,63x go
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.06.02.02,PAS4_180118_452_A01,63x go
2018-01-18,0.1320031,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.03.01.01,PBS4_180118_501_A01,
2018-01-18,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-370041.03.01.02,PBS4_180118_502_A01,63x go
2018-01-19,0.7505919,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.02.02.01,P2S4_180119_051_A01,63x go
2018-01-19,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.02.02.02,P2S4_180119_052_A01,63x go
2018-01-19,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.02.02.03,P2S4_180119_053_A01,63x go
2018-01-19,1.0,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.03.02.01,P2S4_180119_054_A01,63x no go
2018-01-19,0.79726097,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.03.02.02,P2S4_180119_055_A01,63x no go
2018-01-19,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.04.02.01,P8S4_180119_351_A01,63x go
2018-01-19,0.7848871,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.04.02.02,P8S4_180119_352_A01,63x no go
2018-01-19,0.7032078,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.03.02.01,P8S4_180119_353_A01,
2018-01-19,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.03.02.02,P8S4_180119_354_A01,63x no go
2018-01-19,1.0,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.04.02.01,P8S4_180119_355_A01,63x no go
2018-01-19,1.0,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.04.01.01,P9S4_180119_401_A01,63x go
2018-01-19,0.4586377,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.03.01.01,P9S4_180119_402_A01,
2018-01-19,0.4831407,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.03.01.01,PBS4_180119_501_A01,63x no go
2018-01-19,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.03.01.02,PBS4_180119_502_A01,63x no go
2018-01-19,0.7611114,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368545.03.01.03,PBS4_180119_503_A01,63x no go
2018-01-19,0.4831407,mIVSCC-MET,Th-Cre_FI172,Th-Cre_FI172;Ai14-363501.02.01.01,PBS4_180119_504_A01,
2018-01-22,0.912283928,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.03.01.01,P2S4_180122_051_A01,63x go
2018-01-22,0.827677171,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.03.01.02,P2S4_180122_052_A01,63x go
2018-01-22,1.0,mIVSCC-MET,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368860.03.02.01,P2S4_180122_053_A01,63x go
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-FlpO Tac1-IRES2-Cre,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.02.01.01,P2S4_180122_054_A01,63x go
2018-01-22,0.872647965,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368549.03.02.01,P2S4_180122_055_A01,63x go
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368549.03.02.02,P2S4_180122_056_A01,63x go
2018-01-22,0.827677171,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.04.02.01,P8S4_180122_351_A01,63x go
2018-01-22,0.7032078,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.04.02.02,P8S4_180122_352_A01,
2018-01-22,0.3299751,mIVSCC-MET,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368860.04.02.01,P8S4_180122_353_A01,
2018-01-22,1.0,mIVSCC-MET,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368860.04.02.02,P8S4_180122_354_A01,63x no go
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-FlpO Tac1-IRES2-Cre,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.04.02.01,P8S4_180122_355_A01,63x go
2018-01-22,0.872647965,mIVSCC-MET,Sst-IRES-FlpO Tac1-IRES2-Cre,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.03.02.01,P8S4_180122_356_A01,63x go
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368549.04.02.01,P8S4_180122_357_A01,63x go
2018-01-22,0.4586377,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.02.01.01,P9S4_180122_401_A01,
2018-01-22,1.0,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.02.01.02,P9S4_180122_402_A01,63x go
2018-01-22,0.1320031,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.04.01.01,P9S4_180122_403_A01,
2018-01-22,0.4586377,mIVSCC-MET,Sst-IRES-FlpO Tac1-IRES2-Cre,Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-370362.04.01.01,P9S4_180122_404_A01,
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368549.03.01.01,P9S4_180122_405_A01,63x go
2018-01-22,1.0,mIVSCC-MET,Sst-IRES-Cre,Sst-IRES-Cre;Ai14-368549.03.01.02,P9S4_180122_406_A01,63x no go
2018-01-22,0.4586377,mIVSCC-MET,Slc17a8-IRES2-Cre Slc32a1-IRES2-FlpO,Slc17a8-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-365757.05.02.01,PAS4_180122_451_A01,
2018-01-22,1.0,mIVSCC-MET,Htr3a-Cre_NO152,Htr3a-Cre_NO152;Ai14-368860.05.01.01,PAS4_180122_452_A01,63x go
